system:index,Code,Community,Country,LST_Day_1km,LST_Day_1km_1,LST_Day_1km_10,LST_Day_1km_100,LST_Day_1km_101,LST_Day_1km_102,LST_Day_1km_103,LST_Day_1km_104,LST_Day_1km_105,LST_Day_1km_106,LST_Day_1km_107,LST_Day_1km_108,LST_Day_1km_109,LST_Day_1km_11,LST_Day_1km_110,LST_Day_1km_111,LST_Day_1km_112,LST_Day_1km_113,LST_Day_1km_114,LST_Day_1km_115,LST_Day_1km_116,LST_Day_1km_117,LST_Day_1km_118,LST_Day_1km_119,LST_Day_1km_12,LST_Day_1km_120,LST_Day_1km_121,LST_Day_1km_122,LST_Day_1km_123,LST_Day_1km_124,LST_Day_1km_125,LST_Day_1km_126,LST_Day_1km_127,LST_Day_1km_128,LST_Day_1km_129,LST_Day_1km_13,LST_Day_1km_130,LST_Day_1km_131,LST_Day_1km_132,LST_Day_1km_133,LST_Day_1km_134,LST_Day_1km_135,LST_Day_1km_136,LST_Day_1km_137,LST_Day_1km_138,LST_Day_1km_139,LST_Day_1km_14,LST_Day_1km_140,LST_Day_1km_141,LST_Day_1km_142,LST_Day_1km_143,LST_Day_1km_144,LST_Day_1km_145,LST_Day_1km_146,LST_Day_1km_147,LST_Day_1km_148,LST_Day_1km_149,LST_Day_1km_15,LST_Day_1km_150,LST_Day_1km_151,LST_Day_1km_152,LST_Day_1km_153,LST_Day_1km_154,LST_Day_1km_155,LST_Day_1km_156,LST_Day_1km_157,LST_Day_1km_158,LST_Day_1km_159,LST_Day_1km_16,LST_Day_1km_160,LST_Day_1km_161,LST_Day_1km_162,LST_Day_1km_163,LST_Day_1km_164,LST_Day_1km_165,LST_Day_1km_166,LST_Day_1km_167,LST_Day_1km_168,LST_Day_1km_169,LST_Day_1km_17,LST_Day_1km_170,LST_Day_1km_171,LST_Day_1km_172,LST_Day_1km_173,LST_Day_1km_174,LST_Day_1km_175,LST_Day_1km_176,LST_Day_1km_177,LST_Day_1km_178,LST_Day_1km_179,LST_Day_1km_18,LST_Day_1km_180,LST_Day_1km_181,LST_Day_1km_182,LST_Day_1km_183,LST_Day_1km_184,LST_Day_1km_185,LST_Day_1km_186,LST_Day_1km_187,LST_Day_1km_188,LST_Day_1km_189,LST_Day_1km_19,LST_Day_1km_190,LST_Day_1km_191,LST_Day_1km_192,LST_Day_1km_193,LST_Day_1km_194,LST_Day_1km_195,LST_Day_1km_196,LST_Day_1km_197,LST_Day_1km_198,LST_Day_1km_199,LST_Day_1km_2,LST_Day_1km_20,LST_Day_1km_200,LST_Day_1km_201,LST_Day_1km_202,LST_Day_1km_203,LST_Day_1km_204,LST_Day_1km_205,LST_Day_1km_206,LST_Day_1km_207,LST_Day_1km_208,LST_Day_1km_209,LST_Day_1km_21,LST_Day_1km_210,LST_Day_1km_211,LST_Day_1km_212,LST_Day_1km_213,LST_Day_1km_214,LST_Day_1km_215,LST_Day_1km_216,LST_Day_1km_217,LST_Day_1km_218,LST_Day_1km_219,LST_Day_1km_22,LST_Day_1km_220,LST_Day_1km_221,LST_Day_1km_222,LST_Day_1km_223,LST_Day_1km_224,LST_Day_1km_225,LST_Day_1km_226,LST_Day_1km_227,LST_Day_1km_228,LST_Day_1km_229,LST_Day_1km_23,LST_Day_1km_230,LST_Day_1km_231,LST_Day_1km_232,LST_Day_1km_233,LST_Day_1km_234,LST_Day_1km_235,LST_Day_1km_236,LST_Day_1km_237,LST_Day_1km_238,LST_Day_1km_239,LST_Day_1km_24,LST_Day_1km_240,LST_Day_1km_241,LST_Day_1km_242,LST_Day_1km_243,LST_Day_1km_244,LST_Day_1km_245,LST_Day_1km_246,LST_Day_1km_247,LST_Day_1km_248,LST_Day_1km_249,LST_Day_1km_25,LST_Day_1km_250,LST_Day_1km_251,LST_Day_1km_252,LST_Day_1km_253,LST_Day_1km_254,LST_Day_1km_255,LST_Day_1km_256,LST_Day_1km_257,LST_Day_1km_258,LST_Day_1km_259,LST_Day_1km_26,LST_Day_1km_260,LST_Day_1km_261,LST_Day_1km_262,LST_Day_1km_263,LST_Day_1km_27,LST_Day_1km_28,LST_Day_1km_29,LST_Day_1km_3,LST_Day_1km_30,LST_Day_1km_31,LST_Day_1km_32,LST_Day_1km_33,LST_Day_1km_34,LST_Day_1km_35,LST_Day_1km_36,LST_Day_1km_37,LST_Day_1km_38,LST_Day_1km_39,LST_Day_1km_4,LST_Day_1km_40,LST_Day_1km_41,LST_Day_1km_42,LST_Day_1km_43,LST_Day_1km_44,LST_Day_1km_45,LST_Day_1km_46,LST_Day_1km_47,LST_Day_1km_48,LST_Day_1km_49,LST_Day_1km_5,LST_Day_1km_50,LST_Day_1km_51,LST_Day_1km_52,LST_Day_1km_53,LST_Day_1km_54,LST_Day_1km_55,LST_Day_1km_56,LST_Day_1km_57,LST_Day_1km_58,LST_Day_1km_59,LST_Day_1km_6,LST_Day_1km_60,LST_Day_1km_61,LST_Day_1km_62,LST_Day_1km_63,LST_Day_1km_64,LST_Day_1km_65,LST_Day_1km_66,LST_Day_1km_67,LST_Day_1km_68,LST_Day_1km_69,LST_Day_1km_7,LST_Day_1km_70,LST_Day_1km_71,LST_Day_1km_72,LST_Day_1km_73,LST_Day_1km_74,LST_Day_1km_75,LST_Day_1km_76,LST_Day_1km_77,LST_Day_1km_78,LST_Day_1km_79,LST_Day_1km_8,LST_Day_1km_80,LST_Day_1km_81,LST_Day_1km_82,LST_Day_1km_83,LST_Day_1km_84,LST_Day_1km_85,LST_Day_1km_86,LST_Day_1km_87,LST_Day_1km_88,LST_Day_1km_89,LST_Day_1km_9,LST_Day_1km_90,LST_Day_1km_91,LST_Day_1km_92,LST_Day_1km_93,LST_Day_1km_94,LST_Day_1km_95,LST_Day_1km_96,LST_Day_1km_97,LST_Day_1km_98,LST_Day_1km_99,.geo
00000000000000000000,ABTL,Abou Telfane,Chad,15475.33481789763,15603.58613611541,15591.7131903381,15663.807844651186,15489.871576295513,15188.806227218902,15121.352912005836,15237.463796090555,15363.029080302493,15428.50667269281,15553.375993371259,15521.331936650222,15668.425825141556,15548.825012868316,15758.970167476442,15731.224708004313,15746.663386815328,15460.96655807063,15143.414834762449,15109.713456074072,15079.771364543716,15262.53251813074,15492.485691059974,15387.878811846396,15314.105131005737,15329.059912997633,15556.750263643562,15796.202362120708,15681.988119300811,15753.221077674418,15453.322478960821,15149.507025263758,14955.190259626128,15178.61620403501,15222.96411936777,15601.160251340187,15493.435721190664,15462.434437497659,15396.922790102086,15584.489865416253,15680.354271025584,15812.645336647722,15663.567455086437,15229.79278035145,14915.842608336068,15132.807146832727,15788.536404780754,15106.600593616487,15331.45590247701,15456.29588757904,15418.252212722695,15456.944870249721,15663.93825091334,15828.165448884543,15869.061508459623,15662.581566293806,15521.043629869568,15779.732845383529,15324.873618486858,15011.190223008987,15200.12184830871,15477.367456341894,15618.155373934449,15478.913003904441,15522.862032817347,15498.488795148965,15727.441784992414,15656.650082231701,15860.290535196431,15663.867472034952,15466.075508769298,15288.049975100334,15070.448030833746,15208.969586832893,15397.220874710736,15589.39742696446,15480.608172322462,15432.089839679624,15569.618752589366,15451.815396155838,15640.663939211337,15792.349319339293,15795.093423976501,15481.508580969965,15207.338975514636,15129.442402253117,15164.016270573613,15429.78844069487,15560.610899777794,15361.441041140957,15290.608410857101,15430.118630183437,15595.618284935914,15613.013153930175,15881.441395804315,15588.83544038936,15259.385134060662,15162.532403048232,15151.889577291504,15244.737888089596,15471.223180545621,15126.80854142344,15626.160391531614,15548.64582941007,15552.122333747633,15626.034386652122,15708.733064040285,15767.554664189265,15772.50126486135,15202.72941383251,15122.344072623355,14996.305029314666,15901.969737486354,15111.68527550753,15250.902263568234,15580.505044798489,15589.068186383456,15514.651563657379,15413.765997514227,15667.458422783833,15639.903923894908,15790.965759816543,15768.48373884223,15388.020480500845,15404.175360626738,15169.467033047527,15076.211912922305,15084.767045811215,15405.133843044196,15501.673194983247,15399.391677024103,15449.155361379997,15532.617170728046,15839.777359295958,15872.768232207203,15494.184123636289,15680.274255206967,15344.026670893338,15082.428791131551,15074.795521407445,15157.081079808677,15218.312861202146,15417.06979649229,15474.419987320012,15405.978801802823,15571.86501763902,15460.675956963329,15765.991098891453,15927.590053105347,15856.151816838892,15459.181119982943,15129.955652434106,15102.631307883492,15112.41500634001,15304.246560079351,15465.802384509472,15513.162498587628,15512.364873262795,15520.970892496203,15505.94731522982,15646.852212094973,15798.273444398425,15787.613285124236,15382.409447855078,15145.29492402464,15029.678934461574,15150.465435493124,15314.03656694244,15600.924073795095,15531.01419594994,15446.90487489486,15349.69902577431,15593.40171117221,15735.383648450163,15710.647073347322,15710.900609518803,15384.781008457529,15097.14697395789,15006.602079226985,15716.807722245248,15077.682060520852,15269.85499604536,15450.842720927038,15332.905992241354,15745.672525412321,15768.289291259178,15511.260620022693,15835.996832092542,15107.993651630617,15049.128845324934,15086.626815688052,15355.814327980956,15551.771590523904,15440.356543381935,15346.06900242302,15582.661638607482,15719.937751873755,15881.124298519831,15788.722609317929,15527.650802020436,15393.924243280237,15143.19321724648,15040.66350085162,15135.848701032399,15428.243716495304,15515.895111713755,15466.938530249967,15354.423377022844,15726.373570361453,15539.965600793448,15845.256942613592,15813.969463380761,15702.70471608101,15374.145829410078,15113.007593352848,15043.285957005182,15117.695849497206,15342.401252934606,15512.22686841677,15524.6742338644,15342.28733381042,15508.31338116581,15600.934359032311,15600.045578948699,15857.89793228128,15574.762796128212,15494.504212019634,15273.520689741763,15051.421691587268,15134.756591088866,15300.049757489805,15062.502553785387,15456.057424076938,15378.354387154282,15355.66478349843,15545.829344155287,15818.506098326501,15764.956235170053,15618.223576010958,15319.330621571073,15169.278910817347,15074.110805619383,15094.912056043095,15227.691370695407,15437.825593511874,15495.184945953077,15465.307602977931,15297.637213915361,15531.722135387256,15863.613624094532,15671.847767817922,15636.75384061701,15376.19675655658,15500.889139977999,15209.039593612306,14994.010136676185,15108.079489577713,15392.167046438934,15567.085470729287,15477.042418364666,15479.452092199925,15602.668000577516,15844.05002636436,15606.009261002937,"{""type"":""Polygon"",""coordinates"":[[[18.8900006106917,12.169987713969231],[18.864288071198732,12.166404982244345],[18.84062418849329,12.155942248946506],[18.820893937599216,12.139433089889524],[18.806668151547182,12.118192608736393],[18.799078390004084,12.093912448986314],[18.798727124804305,12.0685258576021],[18.80564030848088,12.044053629289577],[18.819265935281766,12.022443246267809],[18.838518513498048,12.00541401826296],[18.861865744874073,11.994320498893183],[18.887450428563984,11.990044965284373],[18.913237908605648,11.99292742631025],[18.93717744787367,12.002738657946066],[18.95736486320036,12.018698381523063],[18.972193661673355,12.03953715867672],[18.980482782911952,12.063597142120521],[18.98157082226214,12.08896375386455],[18.97536917162067,12.113617898350038],[18.96236969630678,12.135596653498542],[18.9436061426324,12.15314965898769],[18.92057217153965,12.164878710630305],[18.895102440258107,12.16984936622969],[18.8900006106917,12.169987713969231]]]}"
00000000000000000001,BAHR,Bahr Salamat,Chad,15610.367489636508,15686.883366614435,15606.68678593094,15620.275020853342,15445.254622491284,15202.856706983137,15068.874042641935,15069.127616146816,15269.64047992179,15426.941152494817,15594.990464334456,15595.843539886764,15649.073081492334,15562.020060285107,15752.1345820063,15787.145994472809,15659.378178555182,15375.522392068142,15262.411417521862,15078.623978396783,15104.482889725828,15101.956789343312,15521.777046155405,15513.754069561697,15359.041270663769,15441.621887796362,15604.204094206561,15838.433323011983,15745.151690174087,15758.818844471965,15436.530363732867,15440.405302647316,15029.47725089733,15092.981356267797,15121.905089901085,15716.424757342906,15511.331160583386,15565.591195465351,15488.434340402406,15610.706988397953,15711.343691547449,15880.743187907585,15558.565104561603,15266.498043155889,15031.76538934668,14931.388529396894,15856.626109018755,15096.404253660934,15291.645594257125,15518.518047621465,15535.445023001872,15602.364889287686,15710.45031532784,15786.26148513725,15801.375250661411,15501.378791517107,15389.44625419173,15753.2588047453,15210.838986906621,15089.907678664718,15095.852832263277,15343.93414134776,15645.099344067532,15518.36500935241,15536.755532455392,15591.325274253073,15836.867258985896,15560.650877104299,15791.88487690208,15642.89510451948,15334.502647742778,15141.13345707717,15095.079554454614,15158.867959363373,15248.61330527612,15558.118323770297,15563.397426823722,15508.337963197002,15586.66376826247,15474.958986316842,15579.995636595717,15857.253180661577,15615.402042995807,15364.245980991864,15316.573407984088,15122.499720902215,15170.133031697073,15285.662083143761,15644.59079735604,15521.62901584854,15222.328109465307,15524.50712805216,15689.657919847326,15592.69079546029,15784.61832692988,15477.038538665049,15098.341746288523,15102.081416510797,15126.121098950169,15047.15149638542,15433.618908295843,15123.0660513877,15624.912390677937,15545.597650523232,15605.220792679851,15715.687499999995,15719.100743769268,15651.281764487812,15737.854573201554,15221.972837992686,15080.322303178122,15027.245773511608,15918.147973434092,15025.501734619078,15059.516082351749,15273.021641137117,15528.248789874115,15547.935199812959,15497.41319005611,15683.38478527375,15675.18326824561,15656.107969768987,15593.413720868504,15196.272420504534,15283.479820703365,15080.172143302492,15102.470756871064,15049.47050831606,15324.672577220585,15524.330481269904,15507.316989788174,15603.797886861134,15625.035052575711,15877.983175142806,15810.013948570178,15574.930242404324,15712.528998786707,15209.394549483513,15117.638209224348,15063.325792427047,15093.108325750292,15097.057961764656,15376.133019058685,15493.671398690658,15462.701831934683,15595.450988322129,15565.905322658098,15822.439127192756,15817.626914716138,15623.58439495811,15377.181484126184,15045.359543848046,15066.362008520458,14999.365511728427,15271.15081707194,15536.66568087223,15552.567782847176,15592.257788408066,15592.014129720439,15653.80129922653,15762.121104216165,15789.784296378684,15628.388260831105,15239.755004802586,15033.195865561223,15064.016421481889,15117.848605774896,15275.066557976505,15713.89281065163,15547.86833008949,15498.124450230016,15450.957301198114,15670.428826904605,15728.42171465043,15601.014184486796,15605.135003285972,15335.250887846922,15105.971873262217,14992.590478236676,15768.161171073249,15035.13809337243,15240.08023482129,15461.654346342448,15408.455399120368,15776.635327671338,15701.54394052373,15354.235343679957,15758.350230861262,15079.772198279486,15010.218951687651,14992.326060992871,15235.740946699707,15508.59916713007,15584.70715269703,15410.426893230875,15616.924852130822,15736.427559905975,15821.875650877097,15676.516136064904,15646.72850209797,15375.809310912826,15057.993104704843,15047.761702096279,14985.610408978313,15281.969835321768,15484.562640075494,15544.336658283193,15441.409720817957,15693.449575982006,15535.344168646683,15714.540613467465,15728.040278550141,15622.60546736768,15169.218580961526,15261.707873085286,15001.98959755152,15075.696531183117,15236.269142948619,15591.350254031646,15607.866560714825,15209.458354397315,15573.287984682282,15673.633767883315,15634.015463070624,15838.405747097384,15504.348866968296,15270.004736236795,15076.007806312446,15035.260380331294,15014.603301990119,15248.601979171912,14964.553293985806,15533.62173297609,15504.632162807748,15496.808708482884,15629.025817071937,15835.145730119815,15852.22144776975,15651.45340857388,15263.903093035406,15208.469911152115,15181.769507023773,15020.943173584084,15125.814996082097,15383.329546029012,15630.030275264138,15593.467494059954,15508.235974546275,15663.728634801075,15886.34735036144,15651.584778322629,15703.55780799757,15461.563773317832,15235.673103820158,15249.325498584485,15087.82909841937,15039.677702087858,15324.328064177753,15656.095285037827,15535.471010692077,15571.427796875792,15701.646181942271,15834.199155755517,15757.49942495323,"{""type"":""Polygon"",""coordinates"":[[[19.430002207365057,10.649987183274813],[19.404426929136612,10.646404603773833],[19.380889123714848,10.635942279602865],[19.361263553053263,10.619433658804637],[19.347112676368024,10.59819367697893],[19.33956219810944,10.573913821770844],[19.33921168582943,10.548527245146136],[19.34608730027393,10.524054737277233],[19.35964025614137,10.502443867666877],[19.37879096643225,10.485414097862455],[19.402015214535172,10.4743201504702],[19.42746542342417,10.470044436087473],[19.45311738873268,10.472927019952854],[19.476930899437182,10.482738639740928],[19.49701161634802,10.498698895747987],[19.51176148339791,10.519538183552454],[19.520005816006286,10.543598496552116],[19.521086987948216,10.56896515388205],[19.514917205009475,10.593619045685994],[19.501986033698547,10.61559732868801],[19.48332191746203,10.633149789922822],[19.46041059039914,10.644878395129048],[19.435076793407926,10.649848841528268],[19.430002207365057,10.649987183274813]]]}"
00000000000000000002,BIND,Binder Lere,Chad,15501.153565455363,15598.230040925451,15581.778457756816,15586.437825207364,15389.189156657028,15195.978698917097,15097.09038421906,15141.547717846699,15251.100244116678,15412.348930616788,15612.926055445736,15581.18775024073,15701.308002001912,15558.87709378642,15628.389149688293,15850.62695757945,15617.970018625509,15292.160591201657,15151.263084317403,15142.438064889418,15154.368513802316,15158.018000439233,15435.982258248438,15546.15634027671,15245.637575388966,15452.26665526328,15657.247120647715,15940.438412270027,15844.455949183159,15795.59947333299,15487.64908751879,15248.668269474418,15046.800680410517,15089.680791957613,15180.914601388668,15554.691481678563,15445.712102782409,15503.717760123654,15395.118500076018,15504.728099184013,15636.701054178697,15808.882131333095,15433.384270521841,15180.478479296535,15086.811643617146,15091.691149618771,15735.03701028836,15126.81621559982,15288.206402150581,15520.975106853839,15527.512597562203,15529.770925193852,15689.652523313556,15912.941969489622,15852.615495075412,15449.469749379145,15343.129867551905,15528.52248999037,15203.202398298776,15127.514362572427,15199.349115393712,15301.531502880389,15558.244269803854,15505.595794688556,15556.038876007291,15581.066427829297,15763.616909938666,15728.87529353133,15649.583748289479,15590.53669986315,15364.15452946292,15254.8548635396,15160.450794435143,15180.404306674764,15331.811196002904,15595.983148345233,15555.828376032629,15441.619193781362,15633.075984491408,15342.007108103986,15637.659843647041,15848.26238744445,15629.662780016206,15404.0221711182,15499.797874115173,15332.086407858023,15059.241263747394,15249.314830300857,15440.268356266775,15312.134870254917,15307.392882182,15402.530652906586,15706.183252242656,15610.921030569481,15869.776411484456,15366.09585381717,15440.249108847327,15252.47069860456,15157.880686021505,15148.340351688546,15313.991367222472,15153.612668516544,15596.362999003253,15490.36939650803,15496.714883938972,15579.499547032583,15767.37386283006,15704.462672951186,15803.241997575724,15377.561535992427,15132.66116003369,15056.965530130245,15897.011935532908,15134.505611938896,15094.659232299411,15268.764410487716,15483.041606482175,15408.233363742322,15404.88555762505,15707.67030307637,15720.290260250356,15713.824620309826,15474.440298050431,15378.252058942775,15348.68775024072,15312.319187868492,15164.380583430455,15151.948973062681,15370.998057202703,15541.959977319939,15402.689644468088,15545.694779154626,15596.373552404828,15935.68704703258,15800.021810011322,15557.258409989347,15726.185683906871,15381.911068454037,15085.08815928883,15188.418400402068,15215.977849999143,15181.654524183581,15352.540326770048,15453.940129111548,15423.918231463174,15612.03680122649,15573.347343647038,15704.597837793317,15640.886802493527,15700.587026759911,15371.535698900203,15058.380484907771,15234.0410492174,15040.391998344483,15348.209071385127,15530.058816076213,15575.022024352535,15576.826108027975,15596.73693996755,15584.805325376297,15662.149615452823,15902.008282229308,15829.053649713644,15263.028340555464,15228.118413494827,15094.287404619614,15253.400606912972,15345.039578159565,15721.748397192221,15579.358142010025,15439.084571866595,15337.709166413255,15590.748153286699,15704.187990978658,15765.588357153696,15500.43008463838,15597.343157130048,15183.854736835436,15125.534334855165,15707.006480918339,15122.372449022678,15296.0325186255,15503.290057523689,15441.014653337379,15735.057008430045,15895.575545250294,15328.675457824393,15661.814718378857,15143.054206156126,15081.840602985141,15134.828729748438,15256.120136671549,15458.572620495655,15424.777444123454,15415.8556807815,15561.810789493686,15577.922209974147,15817.210940271641,15607.25409676819,15348.198982565484,15223.438485124918,15148.231220330099,15113.215703292619,15095.502854011453,15320.559221529566,15433.224059432712,15504.33505334245,15374.991282753019,15648.453901854937,15445.102871116502,15716.277282575636,15767.48202067811,15512.26636278782,15157.550448321588,15153.073765056672,15093.089671709493,15063.511629331153,15153.679928369898,15568.7204589225,15570.660493005918,15313.042570489752,15616.928076377259,15668.388636536403,15643.750430794174,15922.796711604415,15619.672888897338,15312.963791115502,15138.296705269184,15101.86416045815,15111.378224621143,15257.601612521747,15092.090690622194,15447.641756626625,15448.512261796157,15354.416080659867,15599.07693794029,15711.241355607923,15601.812735458572,15364.76344014494,15218.807896415108,15260.65925024917,15131.924932792943,15086.585668913556,15131.923998614704,15287.572005980426,15490.224469109515,15574.674192894428,15350.379022857425,15604.003785287103,15812.982552835627,15690.729749505845,15514.731870744845,15232.635103601782,15268.770234656122,15223.370469270012,15086.236825424612,15091.170974608476,15350.186743998434,15597.970245637145,15581.2196480158,15626.339019183019,15712.46060450559,15768.659941842781,15734.127354585862,"{""type"":""Polygon"",""coordinates"":[[[14.459999650720613,9.749988981253619],[14.434496529509508,9.746406491157723],[14.411024987637342,9.735944407280309],[14.391454409529675,9.719436102626215],[14.377342853018577,9.698196414089876],[14.369812955098867,9.673916737774622],[14.369462774393993,9.648530169840907],[14.376318600950563,9.62405749778694],[14.389833358115089,9.60244634237481],[14.408930569269675,9.58541625432696],[14.43209026064916,9.574322055515871],[14.45746989775489,9.570046234945925],[14.483050747041112,9.57292889096773],[14.506798106821373,9.58274073875576],[14.526822794409757,9.598701307504573],[14.541531180967715,9.619540895246939],[14.54975193770683,9.643601401801801],[14.550829438888364,9.668968085885643],[14.544676337665654,9.693621829255736],[14.53178101077312,9.715599834930666],[14.513169126295816,9.733151976497913],[14.490322253917391,9.744880319496575],[14.465059914605938,9.749850643026909],[14.459999650720613,9.749988981253619]]]}"
00000000000000000003,FADA,Fada Archei,Chad,15284.44340537884,15399.211420852245,15615.732690654528,15926.048148716665,16010.973860984883,16036.211749355258,15941.418749232456,16029.32527017068,15839.633935077132,15547.69743644847,15384.714850178058,15374.05154427115,15642.672583814316,15403.727038560713,15733.570579024918,15883.026632281293,16038.010235785327,15947.268819845254,15736.94044271152,15793.76457079699,15998.50801301731,15967.547198002356,15729.476172786435,15348.191569446137,15164.618647918445,15247.473504850772,15569.226148225462,15726.768580375776,15815.593102460183,16041.85276003928,16034.720572884673,15889.476700847335,15893.3224118875,16035.563941422071,15818.764161447456,15472.622003561328,15552.808295468487,15298.836350239448,15270.003542920289,15548.023222399594,15682.86566376027,15885.543810634885,15693.840582913735,15824.41632076629,15680.813262925198,15720.323566253212,15688.789926931087,16037.820029473158,15941.342444430777,15619.913774612123,15321.618764583069,15305.79863072576,15579.676651725398,15846.249250890329,15930.972082361124,16078.349846493902,16015.899775881113,15885.66022350483,16059.51567604076,15834.79941053664,16052.815335257257,15907.168946743604,15682.982521797852,15356.541286994952,15354.642898808788,15436.549619304911,15732.300199557894,15877.327987228276,16042.876194277282,15948.336571288213,16024.13600638584,15928.589008964736,15721.141047525472,16003.878024069738,15876.437394080798,15644.936666461977,15405.177634164302,15239.438265995324,15576.084078349491,16145.494074665352,15670.513416431275,15807.754304310434,16038.263416431282,15944.351099103516,15883.82776924965,15711.031376642499,15894.333513447116,16037.996434565459,15622.585665602339,15158.548228539834,15916.108743706238,15183.371245241302,15464.081189365083,15748.401823652199,16028.03047095663,16020.955569200523,15824.073400466643,15914.04285275695,15891.974591673808,16050.788057227059,15850.816526464432,15913.394602726252,15692.110295140998,15315.689773425014,15377.940396659698,15416.858660812952,15684.130302099944,15808.64150395021,16077.539880879267,15836.580609112112,15777.952876703906,15834.502892054514,15827.587608989312,15909.264220803134,15945.084762986602,15826.138327397748,15569.716670760145,15329.628736337945,15174.898695198317,15567.767739162451,15839.956883212562,15883.078975807439,16061.321288222995,15719.653235908141,15816.12067624544,15780.138981333646,15755.528085472173,15899.4204070981,15923.189041712702,15642.0754850792,15254.167002333277,15299.756174014481,15383.721045683396,15742.421853125365,15847.514691555105,15599.73057534078,15999.710806827938,15840.149392115914,15833.666151909596,15830.125104384118,16010.218611076987,15871.825748086283,15644.805194645687,15344.195560604187,15155.363631339791,15412.28110647179,15314.921972860115,15686.195440869446,15916.143285644093,16116.08459208317,16086.127892054516,15950.965992263285,15645.551933153207,15949.582159523503,15920.346589094917,15619.731646813198,15457.891231732752,15319.020634287104,15452.4991772074,15435.643795284277,15746.534931843296,16040.066056735826,16152.507233206417,16041.316808915617,15832.048541692242,15850.290264644465,15967.477060051555,15884.399279544788,15421.63890151049,15714.264147120208,15348.16557165662,15205.61941544884,15408.575859634022,15645.222212329594,15949.315076343686,15934.333697654416,15954.841597077228,15873.342748372817,15628.226154365699,15667.718196610578,15889.665617708455,15826.818856686705,15563.479356502494,15290.467352327136,15926.062466740339,15914.782690654534,15980.537338818604,15889.375443120869,15870.799640795758,15850.18911948912,15932.526992508885,15888.022849891518,15596.230283679215,15286.229350362271,15249.366861107694,15403.253036350225,15618.928153014844,15978.643012403285,16005.770431659084,15939.829812927244,15966.359247206174,15901.710908141942,15916.403426255669,15918.532838020366,15810.27721662777,15555.426198370764,15272.962615129562,15135.756336730918,15585.51485631829,16134.976722338199,15709.678380203846,15912.068005239664,15865.400647795635,15872.273814933062,15755.097832494159,15832.173302222755,16001.789797985975,15800.464971959542,15548.313367309336,15386.115740513314,15864.523185558137,15338.612906791099,15591.158697654417,15659.189923860968,15881.17322035284,15982.562636620387,15982.721957509497,16001.309959474378,15787.366148839483,15898.140031315232,15849.203950223087,15858.911955053405,15462.197992140465,15214.991845757088,15152.458660812952,15439.800239469476,15747.480919194388,15833.940349584504,15840.530956035846,16023.526541201018,15749.69854476235,15730.70517622496,15980.096312783975,15979.779727987216,15912.412186335892,15645.256235416913,15410.21027569691,15234.848403536764,15371.454678865273,15834.474677637223,15919.186147611435,16066.348237750197,16022.294581235416,15809.60825658028,15886.953002578888,15820.1270078595,15863.11437737933,15776.476449097365,15618.624851610788,15376.466741372944,15376.067616357603,15524.162344958846,15689.889398870178,15919.865516394426,"{""type"":""Polygon"",""coordinates"":[[[21.400001839070068,17.0599895386138],[21.373710422997895,17.056406304007783],[21.3495146269957,17.045942219174172],[21.32934237431569,17.029431282108956],[21.31479982255114,17.008189151721577],[21.30704337676184,16.983907986315163],[21.30668801325988,16.958521346512658],[21.313759091656596,16.934050041819013],[21.327691249933306,16.912441266035522],[21.347374185239364,16.895413827436283],[21.37124143585369,16.88432172160745],[21.397394975102344,16.8800467849836],[21.423755731570004,16.882928840347383],[21.44822822910171,16.892738790124657],[21.468866504941055,16.90869675526834],[21.484028371028344,16.929533845749997],[21.49250593693783,16.953592740461463],[21.493622067212414,16.978959201306502],[21.48728500173073,17.00361418012388],[21.473996569224347,17.02559449468537],[21.454813056778626,17.043149297958063],[21.431261593599075,17.054879824373156],[21.405218556756367,17.059851171075877],[21.400001839070068,17.0599895386138]]]}"
